split,sector,industry,num_episodes,small_group_warning,preferred_mean_final_after_tax_value,hold_to_terminal_mean_final_after_tax_value,sell_immediately_mean_final_after_tax_value,sell_half_then_hold_mean_final_after_tax_value,preferred_minus_hold_mean,preferred_minus_sell_immediately_mean,preferred_minus_sell_half_mean,preferred_win_rate_vs_hold,preferred_win_rate_vs_sell_immediately,preferred_win_rate_vs_sell_half,preferred_mean_tax_paid,preferred_median_tax_paid,preferred_mean_effective_tax_rate,preferred_mean_short_term_sold_fraction,preferred_mean_long_term_sold_fraction,preferred_no_cut_pct,preferred_discretionary_sale_pct,preferred_average_days_to_first_sale,preferred_median_days_to_first_sale,preferred_median_EAAT_Sharpe,hold_to_terminal_median_EAAT_Sharpe,sell_immediately_median_EAAT_Sharpe,sell_half_then_hold_median_EAAT_Sharpe,preferred_median_TA_EAAT_Sharpe,hold_to_terminal_median_TA_EAAT_Sharpe,sell_immediately_median_TA_EAAT_Sharpe,sell_half_then_hold_median_TA_EAAT_Sharpe,preferred_minus_hold_median_EAAT_Sharpe,preferred_EAAT_Sharpe_win_rate_vs_hold,preferred_minus_hold_median_TA_EAAT_Sharpe,preferred_TA_EAAT_Sharpe_win_rate_vs_hold,preferred_minus_sell_immediately_median_EAAT_Sharpe,preferred_minus_sell_half_median_EAAT_Sharpe,preferred_minus_sell_immediately_median_TA_EAAT_Sharpe,preferred_minus_sell_half_median_TA_EAAT_Sharpe
test,Industrials,Specialty Industrial Machinery,37,False,0.3987580293708422,0.4193290534693683,0.33035780900282974,0.37484343123609903,-0.020571024098526163,0.06840022036801244,0.023914598134743142,0.08108108108108109,0.7027027027027027,0.7027027027027027,0.06223662106587831,0.0525092652878754,0.13777636467495807,0.39864864864864863,0.6013513513513513,0.5675675675675675,0.43243243243243246,48.5,42.5,1.671036743598211,1.671036743598211,1.6708178818363102,1.6171733631238063,1.8526675240450048,1.671036743598211,1.8812637781680257,1.9951434346804624,0.0,0.1891891891891892,0.0,0.24324324324324326,0.15903749264153055,0.04185370498646712,-0.2907030386374845,0.006654938662535859
test,Technology,Semiconductors,39,False,0.5876274935589587,0.6388015024750168,0.43999300718146456,0.5393972548282405,-0.05117400891605804,0.1476344863774942,0.04823023873071809,0.1282051282051282,0.6666666666666666,0.6410256410256411,0.0899840670935109,0.0834701042771608,0.14046336379273058,0.42948717948717946,0.5705128205128205,0.5384615384615384,0.46153846153846156,60.166666666666664,57.5,1.529700081364335,1.529700081364335,1.3341523906031705,1.636847120643895,1.887391877849939,1.529700081364335,2.8111203561723106,2.431256074253663,0.0,0.2564102564102564,0.0,0.3333333333333333,0.20474490482618624,-0.006522024877198884,-0.8912203305419735,-0.39622444110960364
test,Technology,Software - Infrastructure,36,False,0.5437732793782795,0.5742502086296929,0.5579038132736761,0.5660770109516845,-0.030476929251413393,-0.01413053389539656,-0.02230373157340497,0.16666666666666666,0.5555555555555556,0.5277777777777778,0.08628794141345601,0.06360942468620855,0.13070735342717316,0.3194444444444444,0.6805555555555556,0.6388888888888888,0.3611111111111111,50.0,36.0,1.337837342330683,1.4057501954737073,1.4277334666589234,1.4358254143765343,1.4409852471640892,1.4057501954737073,1.901786716391579,1.711418454084274,0.0,0.19444444444444445,0.0,0.2222222222222222,-0.025795526096468874,-0.017448846398184392,-0.2687394999749126,-0.07608645084559129
test,Technology,Information Technology Services,30,False,0.30316857281378967,0.32977797446200685,0.33729562264740554,0.3335367985547062,-0.026609401648217203,-0.034127049833615856,-0.030368225740916528,0.16666666666666666,0.5333333333333333,0.4666666666666667,0.052876815013731496,0.04546004122629525,0.1247655147437771,0.4,0.6,0.5666666666666667,0.43333333333333335,55.92307692307692,61.0,1.3504669401303473,1.2206285661290939,1.4614472368035012,1.2432177718100073,1.4621614309195499,1.2206285661290939,2.150366259324676,1.5095345620315053,0.0,0.16666666666666666,0.0,0.23333333333333334,-0.039956809337634236,-0.1197028630080541,-0.5418650238417088,-0.1776426178184849
test,Technology,Software - Application,46,False,0.42676144672419875,0.448889850442109,0.43428847747103416,0.4415891639565716,-0.022128403717910333,-0.007527030746835317,-0.014827717232372837,0.08695652173913043,0.45652173913043476,0.43478260869565216,0.06733719895794797,0.051358753358502304,0.1302306750790438,0.43478260869565216,0.5652173913043478,0.5434782608695652,0.45652173913043476,58.523809523809526,43.0,1.1361165344440247,1.109472046628717,1.5445265701410573,1.3142921386439261,1.2225177185885503,1.109472046628717,2.0477662409281034,1.8906294217653588,0.0,0.13043478260869565,0.0,0.15217391304347827,-0.02101211978355144,-0.04539012284153543,-0.24820278835225273,-0.09658844368695119
test,Unknown,Unknown,98,False,0.4937694517175357,0.5121695468768886,0.4150598063825404,0.46361467662971456,-0.01840009515935289,0.0787096453349953,0.03015477508782119,0.1326530612244898,0.5816326530612245,0.5510204081632653,0.07253262668239041,0.05466180915488615,0.1339056283066583,0.4005102040816326,0.5994897959183674,0.5816326530612245,0.41836734693877553,66.78048780487805,58.0,1.4005704805498709,1.3013165920992609,1.5411321800428763,1.4893196943056828,1.597548305058436,1.3013165920992609,2.2098246880059493,1.9443822834745648,0.0,0.25510204081632654,0.0,0.3163265306122449,-0.003333266374623056,2.7755575615628914e-16,-0.3600349927881282,-0.14366625872807648
test,Utilities,Utilities - Regulated Electric,32,False,0.3107520112620243,0.3815667684910155,0.25913115320087854,0.320348960845947,-0.07081475722899122,0.05162085806114576,-0.009596949583922751,0.0,0.90625,0.625,0.05044592872570685,0.0478934446900635,0.14109375342086994,0.4375,0.5625,0.53125,0.46875,50.86666666666667,57.0,1.57831778903287,1.7842972814315514,1.3738719741295888,1.6064493885642657,1.629791328266403,1.7842972814315514,1.67907548089088,1.771123397377686,0.0,0.0625,0.0,0.125,0.14813260443413867,-0.0038077045212456806,-0.06266776226812165,-0.028327018210376975
validation,Basic Materials,Specialty Chemicals,24,True,0.3014309975509057,0.3308474602594455,0.3209594489471695,0.3259034546033075,-0.02941646270853981,-0.019528451396263788,-0.024472457052401794,0.16666666666666666,0.5833333333333334,0.5416666666666666,0.049182979838134334,0.04822770558975725,0.13885416666666664,0.4583333333333333,0.5416666666666666,0.5416666666666666,0.4583333333333333,95.0,134.0,0.9896807584424543,0.9579608947986196,1.1940341315076015,0.9917399844740475,1.0481729733262355,0.9579608947986196,1.599425945951847,1.2861570507419922,0.0,0.25,0.0,0.2916666666666667,-0.10420838349151751,-0.00424877522638506,-0.3332645251889969,-0.22609951955003366
validation,Consumer Cyclical,Specialty Retail,21,True,1.6707583573048137,1.6901602942003993,1.704087978531492,1.6971241363659455,-0.019401936895585597,-0.03332962122667854,-0.026365779061132053,0.09523809523809523,0.2857142857142857,0.2857142857142857,0.19478532897262696,0.0457821199835339,0.11247234198597827,0.16666666666666666,0.8333333333333334,0.8095238095238095,0.19047619047619047,173.25,198.0,1.098160226234577,0.9449189386393124,1.2799193283120298,1.081987437005206,1.098160226234577,0.9449189386393124,1.6308343320112697,1.5495975264814583,0.0,0.09523809523809523,0.0,0.09523809523809523,-0.11458774715208975,-0.09493982265400047,-0.23573147913971648,-0.1177057231035692
validation,Consumer Defensive,Packaged Foods,22,True,0.2842009375087749,0.3533110309876435,0.2874344464259679,0.3203727387068057,-0.06911009347886858,-0.0032335089171930246,-0.0361718011980308,0.13636363636363635,0.5,0.45454545454545453,0.054349816862338134,0.048236041457873996,0.1503650565906759,0.5909090909090909,0.4090909090909091,0.36363636363636365,0.6363636363636364,90.42857142857143,77.0,1.0112923322351137,1.218552408431051,1.4384416778428633,1.3726928901747315,1.3133636947825387,1.218552408431051,2.6088409155715677,1.942612676264793,0.0,0.22727272727272727,0.0,0.36363636363636365,-0.4162984561911371,-0.25754234089444583,-1.2095262654461694,-0.5272729196830681
validation,Energy,Oil & Gas E&P,38,False,1.2278959449238815,1.263280305144036,0.9695083614806058,1.1163943333123207,-0.03538436022015435,0.2583875834432755,0.11150161161156062,0.10526315789473684,0.7631578947368421,0.7105263157894737,0.16552614214965847,0.12599838568723665,0.12956521514937017,0.3092105263157895,0.6907894736842105,0.6578947368421053,0.34210526315789475,123.61538461538461,93.0,1.7465313651288255,1.6132283913252632,1.5543732760635116,1.6993814024245033,1.796298796792509,1.6132283913252632,2.1819379133694965,2.0238657861639817,0.0,0.13157894736842105,0.0,0.21052631578947367,0.13208454805982256,0.036093152109277715,-0.015724995255695928,0.0320816965037386
validation,Financial Services,Asset Management,35,False,0.43934159617550733,0.45094459468227,0.3946169937371015,0.4227807942096858,-0.011602998506762652,0.04472460243840583,0.01656080196582159,0.2,0.5142857142857142,0.5142857142857142,0.06289343179032178,0.069369560026265,0.13989183792874296,0.42142857142857143,0.5785714285714286,0.5714285714285714,0.42857142857142855,125.26666666666667,125.0,1.3711592303908609,1.3711592303908609,1.4892839474547117,1.341033836289365,1.5179137621340726,1.3711592303908609,2.64739842363678,2.092673526700688,0.0,0.2571428571428571,0.0,0.2571428571428571,-0.1071181705103672,-0.07964477807760573,-0.294855682140865,-0.1330343450953282
validation,Financial Services,Insurance - Property & Casualty,24,True,0.40287031829290215,0.4096370634534427,0.36938565459367095,0.3895113590235569,-0.006766745160540575,0.03348466369923114,0.01335895926934528,0.125,0.625,0.625,0.06085680419995266,0.06016039845973855,0.1412241491859121,0.4375,0.5625,0.5416666666666666,0.4583333333333333,62.18181818181818,38.0,1.0969063259569594,1.0573579026041031,1.3902379049703524,1.1260857402272682,1.1852380104347802,1.0573579026041031,1.7827539279985012,1.4700752283758245,0.0,0.20833333333333334,0.0,0.20833333333333334,0.05213974280537198,0.02511895526037694,-0.14644767806260428,-0.051884439089211476
validation,Financial Services,Financial Data & Stock Exchanges,20,True,0.5400875876794561,0.5221856444596247,0.313762894341045,0.41797426940033483,0.017901943219831445,0.2263246933384111,0.12211331827912127,0.1,0.7,0.65,0.06995857695140627,0.0420625235144275,0.11769528082398524,0.175,0.825,0.8,0.2,183.0,171.0,1.2355030399548443,1.2040627205762648,1.2497460594306733,1.2212206274599933,1.3342619814830634,1.2040627205762648,1.7609076566497,1.8533603887245471,0.0,0.15,0.0,0.2,0.1211528224672489,0.02812099588859529,-0.2453202676879419,-0.12582523744856916
validation,Financial Services,Banks - Regional,46,False,0.3625303682823286,0.3434804249004603,0.36262945138397745,0.3530549381422189,0.019049943381868162,-9.908310164897227e-05,0.00947543014010959,0.2826086956521739,0.6521739130434783,0.6086956521739131,0.0615377403902256,0.06815332705574034,0.13078314783303607,0.6032608695652174,0.3967391304347826,0.34782608695652173,0.6521739130434783,138.0,137.5,1.0789222742339244,0.9511533258675755,1.3462642860154328,1.1517010411105622,1.3049062267160516,0.9511533258675755,2.2942386878183005,1.6982761268472901,0.0,0.2826086956521739,0.0,0.2826086956521739,-0.09783303736453142,-0.0789110957556628,-0.5784420287825094,-0.21307833783843821
validation,Healthcare,Drug Manufacturers - General,23,True,0.3399174082508265,0.38450100020195027,0.29072155804018623,0.3376112791210683,-0.044583591951123804,0.04919585021064029,0.0023061291297582524,0.043478260869565216,0.8260869565217391,0.5652173913043478,0.05386189712542245,0.047984287257242,0.13586442444245966,0.3804347826086957,0.6195652173913043,0.6086956521739131,0.391304347826087,63.111111111111114,51.0,1.4269858902520605,1.4269858902520605,1.408807467187463,1.4461352378046402,1.449083378324074,1.4269858902520605,1.76967520545235,1.5652189308684703,0.0,0.13043478260869565,0.0,0.2608695652173913,0.040657671388586225,-0.12218031095951631,-0.19459389861377607,-0.07466995154403944
validation,Healthcare,Medical Devices,24,True,0.4274813867322453,0.4444156243486313,0.35730019582489364,0.40085791008676247,-0.01693423761638604,0.0701811909073516,0.02662347664548279,0.16666666666666666,0.7083333333333334,0.625,0.07019629339344095,0.066129756008477,0.14164670827649647,0.4895833333333333,0.5104166666666666,0.5,0.5,139.58333333333334,167.5,1.0819319402976417,1.1442336933313009,1.304904993700023,1.2078322875052283,1.1895893372634985,1.1442336933313009,2.2197107007968784,2.0302159466957717,0.0,0.16666666666666666,0.0,0.25,0.037282904758667745,-0.052220322434570365,-0.543658689257724,-0.14491180619363664
validation,Industrials,Aerospace & Defense,34,False,0.43648294517470676,0.5076509721837835,0.34668884832736846,0.42716991025557605,-0.07116802700907676,0.08979409684733831,0.009313034919130768,0.029411764705882353,0.7941176470588235,0.6470588235294118,0.06766766544417649,0.0569090727640112,0.13491555220264198,0.36764705882352944,0.6323529411764706,0.6176470588235294,0.38235294117647056,67.61538461538461,45.0,1.3666762880661485,1.4694257778305242,1.24577438333823,1.3961085227313683,1.4801290763689494,1.4694257778305242,1.5446044439394573,1.4912280369073185,0.0,0.11764705882352941,0.0,0.17647058823529413,0.04936219514194651,0.0008926854449095023,-0.1903790686986193,-0.09213466132476483
validation,Industrials,Engineering & Construction,26,True,0.5432434945581043,0.612946780898367,0.4461699664755424,0.5295583736869547,-0.06970328634026268,0.09707352808256185,0.013685120871149568,0.07692307692307693,0.7307692307692307,0.5769230769230769,0.08706483065346377,0.06335171605859305,0.13730907276888044,0.3942307692307692,0.6057692307692307,0.5769230769230769,0.4230769230769231,99.63636363636364,87.0,1.3945675593533957,1.3600345599683914,1.2756775374769085,1.3438373861101671,1.555859833294374,1.3600345599683914,1.7141576491944355,1.5760009249073161,0.0,0.15384615384615385,0.0,0.3076923076923077,0.08193521246492141,-0.04917010384406334,-0.3464538838358238,-0.11952892462293668
validation,Industrials,Building Products & Equipment,25,True,0.44825640358373237,0.5103487706793253,0.3652617543057756,0.4378052624925505,-0.06209236709559293,0.08299464927795676,0.010451141091181908,0.12,0.6,0.52,0.07325192509589702,0.0649731228956195,0.13858286411052867,0.49,0.51,0.44,0.56,133.42857142857142,131.0,1.2871951329972402,1.4254694526445422,1.3716766565371772,1.495736436476438,1.2993231663562084,1.4254694526445422,2.470398048024959,2.093094241049102,0.0,0.16,0.0,0.16,-0.06830627604149697,-0.0590499425919645,-0.31248218561078955,-0.2081593242833657
validation,Industrials,Specialty Industrial Machinery,37,False,0.3725250636565541,0.42909127042822337,0.33835801344984434,0.3837246419390338,-0.056566206771669285,0.034167050206709806,-0.011199578282479746,0.13513513513513514,0.6756756756756757,0.5675675675675675,0.06526687525408201,0.0646578567807234,0.152040735983523,0.5878378378378378,0.41216216216216217,0.40540540540540543,0.5945945945945946,103.77272727272727,119.0,1.252724107665503,1.3687598780005286,1.478823264515987,1.4127906231745475,1.393541814907315,1.3687598780005286,2.8065526290550427,2.0868965976323035,0.0,0.1891891891891892,0.0,0.2702702702702703,-0.08483401422800241,-0.11728721585972912,-0.5811167677365305,-0.26501267809945395
validation,Technology,Software - Infrastructure,40,False,0.5007982021647771,0.5485400320816742,0.39123718119801737,0.4698886066398457,-0.04774182991689711,0.10956102096675972,0.030909595524931312,0.125,0.725,0.675,0.08302911027221288,0.0756012925609221,0.13400002545977766,0.4625,0.5375,0.5,0.5,127.05,124.5,1.2430788399641437,1.2071173350046593,1.2411609311182774,1.1237241354866516,1.299471725085647,1.2071173350046593,2.0512064467949678,1.7706705127080857,0.0,0.2,0.0,0.275,0.03325659148275384,0.010658093047882233,-0.34163934930659806,-0.14125662215633122
validation,Technology,Software - Application,51,False,0.4458842107099515,0.48952106931718553,0.3911146455337706,0.440317857425478,-0.04363685860723409,0.054769565176180736,0.005566353284473337,0.17647058823529413,0.6274509803921569,0.5686274509803921,0.07201549602285474,0.06488437367612,0.14338408963162375,0.5490196078431373,0.45098039215686275,0.43137254901960786,0.5686274509803921,122.3103448275862,126.0,1.1550068911278657,1.2144943835765718,1.4064114452434249,1.3941193067933253,1.4260019036235043,1.2144943835765718,2.7426902672626823,2.446711540461504,0.0,0.23529411764705882,0.0,0.3333333333333333,0.01381271681631957,-0.14886354197034857,-0.5989413827195913,-0.17793737350256
validation,Technology,Information Technology Services,29,True,0.3125203339754551,0.3367078049228477,0.31880994500829546,0.32775887496557154,-0.024187470947392598,-0.006289611032840324,-0.015238540990116452,0.10344827586206896,0.6551724137931034,0.5517241379310345,0.05130497061976066,0.0366203169061317,0.11612413793103446,0.3103448275862069,0.6896551724137931,0.6896551724137931,0.3103448275862069,132.0,127.0,1.1647616744862124,1.1647616744862124,1.271539258287008,1.2351336022123631,1.1647616744862124,1.1647616744862124,1.4612555613546323,1.3724181731873115,0.0,0.13793103448275862,0.0,0.13793103448275862,0.0,-0.05855877487909633,-0.23910343262106348,-0.20003934190290984
validation,Technology,Semiconductors,38,False,0.6700765918205347,0.6891592094518778,0.5096373582378649,0.5993982838448714,-0.01908261763134323,0.1604392335826696,0.07067830797566317,0.18421052631578946,0.631578947368421,0.5,0.09884497239037868,0.06677894498258265,0.1409204611242585,0.4342105263157895,0.5657894736842105,0.5526315789473685,0.4473684210526316,98.88235294117646,112.0,1.190856520189242,1.2442063296064176,1.3675771150205451,1.378275162098726,1.3244345544737257,1.2442063296064176,2.2717262968480747,1.9693122055089674,0.0,0.21052631578947367,0.0,0.2894736842105263,-0.04952800862021056,0.021288420609971936,-0.7986584417256725,-0.2589007100010861
validation,Unknown,Unknown,96,False,0.4347877776330397,0.48243488606108254,0.3832137603295724,0.4328243231953273,-0.047647108428042866,0.0515740173034673,0.0019634544377122227,0.10416666666666667,0.625,0.5833333333333334,0.07024359825645894,0.0580517858311904,0.1369404908073942,0.4583333333333333,0.5416666666666666,0.5208333333333334,0.4791666666666667,119.21739130434783,122.0,1.1368478628148229,1.2319096126568159,1.343423996836401,1.2452296176036106,1.2901404300955686,1.2319096126568159,2.220244650038273,1.7590771699788874,0.0,0.11458333333333333,0.0,0.19791666666666666,-0.044154943637426,-0.11084034089262224,-0.8194535753245001,-0.36070220223245203
