split,sector,num_episodes,small_group_warning,preferred_mean_final_after_tax_value,hold_to_terminal_mean_final_after_tax_value,sell_immediately_mean_final_after_tax_value,sell_half_then_hold_mean_final_after_tax_value,preferred_minus_hold_mean,preferred_minus_sell_immediately_mean,preferred_minus_sell_half_mean,preferred_win_rate_vs_hold,preferred_win_rate_vs_sell_immediately,preferred_win_rate_vs_sell_half,preferred_mean_tax_paid,preferred_median_tax_paid,preferred_mean_effective_tax_rate,preferred_mean_short_term_sold_fraction,preferred_mean_long_term_sold_fraction,preferred_no_cut_pct,preferred_discretionary_sale_pct,preferred_average_days_to_first_sale,preferred_median_days_to_first_sale,preferred_median_EAAT_Sharpe,hold_to_terminal_median_EAAT_Sharpe,sell_immediately_median_EAAT_Sharpe,sell_half_then_hold_median_EAAT_Sharpe,preferred_median_TA_EAAT_Sharpe,hold_to_terminal_median_TA_EAAT_Sharpe,sell_immediately_median_TA_EAAT_Sharpe,sell_half_then_hold_median_TA_EAAT_Sharpe,preferred_minus_hold_median_EAAT_Sharpe,preferred_EAAT_Sharpe_win_rate_vs_hold,preferred_minus_hold_median_TA_EAAT_Sharpe,preferred_TA_EAAT_Sharpe_win_rate_vs_hold,preferred_minus_sell_immediately_median_EAAT_Sharpe,preferred_minus_sell_half_median_EAAT_Sharpe,preferred_minus_sell_immediately_median_TA_EAAT_Sharpe,preferred_minus_sell_half_median_TA_EAAT_Sharpe
test,Unknown,98,False,0.4937694517175357,0.5121695468768886,0.4150598063825404,0.46361467662971456,-0.01840009515935289,0.0787096453349953,0.03015477508782119,0.1326530612244898,0.5816326530612245,0.5510204081632653,0.07253262668239041,0.05466180915488615,0.1339056283066583,0.4005102040816326,0.5994897959183674,0.5816326530612245,0.41836734693877553,66.78048780487805,58.0,1.4005704805498709,1.3013165920992609,1.5411321800428763,1.4893196943056828,1.597548305058436,1.3013165920992609,2.2098246880059493,1.9443822834745648,0.0,0.25510204081632654,0.0,0.3163265306122449,-0.003333266374623056,2.7755575615628914e-16,-0.3600349927881282,-0.14366625872807648
test,Consumer Defensive,67,False,0.3624050431995975,0.37675380119902824,0.3691440108034529,0.37294890600124053,-0.014348757999430797,-0.00673896760385537,-0.010543862801643081,0.22388059701492538,0.5522388059701493,0.5522388059701493,0.060307727296353884,0.0492678356763378,0.14163822424440806,0.5223880597014925,0.47761194029850745,0.4626865671641791,0.5373134328358209,61.27777777777778,35.0,1.3764775078774891,1.3380419764671685,1.6369464932410804,1.4188288730206784,1.4614664540354758,1.3380419764671685,2.6896517430315723,1.8883173950031065,0.0,0.29850746268656714,0.0,0.40298507462686567,-0.14880940568149215,-0.07865400645138565,-0.5699238890163459,-0.12130687465880552
validation,Consumer Defensive,83,False,0.339343225733364,0.413074540620381,0.34542128187954707,0.37924791124996404,-0.07373131488701687,-0.006078056146183025,-0.03990468551659995,0.14457831325301204,0.5060240963855421,0.4819277108433735,0.054312763994097575,0.0454598498874341,0.13603593125823993,0.45180722891566266,0.5481927710843374,0.5180722891566265,0.4819277108433735,87.65,74.5,1.052897459263296,1.05440648908867,1.4578549058530867,1.278315243997077,1.2052987721619937,1.05440648908867,2.268556648379101,1.7384637669409764,0.0,0.18072289156626506,0.0,0.25301204819277107,-0.2566525657675267,-0.19543708429952628,-0.8270739936037326,-0.4539929333515942
validation,Industrials,240,False,0.41681958045752127,0.4797622605721169,0.36791894500853695,0.4238406027903269,-0.06294268011459564,0.04890063544898429,-0.007021022332805671,0.10833333333333334,0.6541666666666667,0.5416666666666666,0.06827148087021871,0.05977007204236645,0.1437747255762577,0.48333333333333334,0.5166666666666667,0.49583333333333335,0.5041666666666667,105.05785123966942,101.0,1.2598069190659982,1.306491348787612,1.3665504173169416,1.3745796003081758,1.3651217209788995,1.306491348787612,1.9452800966586277,1.71795962200938,0.0,0.16666666666666666,0.0,0.25,-0.05602168926858775,-0.08993424474401279,-0.3829206022857938,-0.17611912759373582
validation,Technology,238,False,0.4701710131399106,0.5224046239013059,0.4044035992842832,0.46340411159279454,-0.05223361076139526,0.0657674138556274,0.006766901547116082,0.1638655462184874,0.6218487394957983,0.5462184873949579,0.0771892745217018,0.06320096396543781,0.13971301432408936,0.48214285714285715,0.5178571428571429,0.4957983193277311,0.5042016806722689,110.70833333333333,113.0,1.186543912659248,1.2123348938466498,1.344228189086964,1.3080748949901317,1.3172406367199874,1.2123348938466498,2.284726035346888,1.8867758592880537,0.0,0.23529411764705882,0.0,0.31092436974789917,-0.07822724206516762,-0.09277869221091006,-0.6779488300588431,-0.22615651353052285
validation,Unknown,96,False,0.4347877776330397,0.48243488606108254,0.3832137603295724,0.4328243231953273,-0.047647108428042866,0.0515740173034673,0.0019634544377122227,0.10416666666666667,0.625,0.5833333333333334,0.07024359825645894,0.0580517858311904,0.1369404908073942,0.4583333333333333,0.5416666666666666,0.5208333333333334,0.4791666666666667,119.21739130434783,122.0,1.1368478628148229,1.2319096126568159,1.343423996836401,1.2452296176036106,1.2901404300955686,1.2319096126568159,2.220244650038273,1.7590771699788874,0.0,0.11458333333333333,0.0,0.19791666666666666,-0.044154943637426,-0.11084034089262224,-0.8194535753245001,-0.36070220223245203
validation,Communication Services,43,False,0.5251889903770454,0.5727995854577478,0.4535345265524663,0.513167056005107,-0.04761059508070235,0.07165446382457916,0.012021934371938409,0.13953488372093023,0.6046511627906976,0.4883720930232558,0.08068122104249671,0.0588960265568152,0.13761706834475412,0.5232558139534884,0.47674418604651164,0.46511627906976744,0.5348837209302325,139.43478260869566,135.0,0.9919600852787708,1.1639266126947068,1.2781732611359156,1.2519257131829793,1.272579515348374,1.1639266126947068,2.7350961594790295,2.0891015839359164,0.0,0.16279069767441862,0.0,0.32558139534883723,-0.10432890225212788,-0.08994594160384795,-1.1661298509739202,-0.5489748257169174
validation,Energy,85,False,0.868967567169694,0.9130864943859062,0.725587292362502,0.819336893374204,-0.04411892721621232,0.14338027480719207,0.04963067379548989,0.10588235294117647,0.6705882352941176,0.611764705882353,0.12390584171660524,0.0811837798459343,0.1344286931276856,0.36176470588235293,0.638235294117647,0.5882352941176471,0.4117647058823529,89.45714285714286,56.0,1.3540285966743126,1.5175323862578352,1.4104656008110652,1.4769682707213312,1.5050668742142757,1.5175323862578352,1.778076908134688,1.6269761939979424,0.0,0.12941176470588237,0.0,0.17647058823529413,0.06731434984708529,0.010831037928740073,-0.1857013870457429,-0.046465335962214915
validation,Consumer Cyclical,202,False,0.6317896355601953,0.6728267763944495,0.5863946697532848,0.6296107230738671,-0.04103714083425427,0.04539496580691036,0.002178912486328064,0.13861386138613863,0.5792079207920792,0.5198019801980198,0.09158999970679563,0.05677905751879625,0.1346634991493669,0.4381188118811881,0.5618811881188119,0.5445544554455446,0.45544554455445546,121.70652173913044,110.0,1.0994123002451865,1.1001923077155573,1.2871756657548592,1.131427802334343,1.2548092150433594,1.1001923077155573,2.1053904402950048,1.7516092102853462,0.0,0.18811881188118812,0.0,0.23267326732673269,-0.045469319229120675,-0.032617647397591876,-0.49033906513530645,-0.23163844098821995
validation,Basic Materials,67,False,0.4431782308557824,0.4696934265131835,0.41649803558310533,0.44309573104814454,-0.026515195657401163,0.026680195272676965,8.24998076379105e-05,0.1791044776119403,0.6119402985074627,0.5373134328358209,0.07255888310017555,0.0567266560353615,0.14091250830870752,0.48507462686567165,0.5149253731343284,0.4925373134328358,0.5074626865671642,97.97058823529412,94.0,1.0804910566402608,1.0372066430158349,1.2314536398348612,1.0952084984135375,1.148175342241639,1.0372066430158349,2.1497409982567244,1.7014554064619556,0.0,0.2537313432835821,0.0,0.29850746268656714,0.019771553995468816,-0.03434032540399057,-0.568475185345521,-0.27536551259498043
validation,Healthcare,143,False,0.4245525413502158,0.45073556988128693,0.3839233817013351,0.417329475791311,-0.026183028531071156,0.04062915964888061,0.007223065558904735,0.13986013986013987,0.5944055944055944,0.5384615384615384,0.06351721327607195,0.0488223891636271,0.13544023302531905,0.38986013986013984,0.6101398601398601,0.5734265734265734,0.42657342657342656,126.81967213114754,113.0,1.1702431507176616,1.1855344338225329,1.408807467187463,1.31863056242628,1.2562326953760885,1.1855344338225329,2.142949431601793,1.7649474079178535,0.0,0.18181818181818182,0.0,0.23776223776223776,-0.01907667020465964,-0.053014215609270776,-0.6882267886716249,-0.21505448052093024
validation,Financial Services,212,False,0.3933102163371601,0.4144922470313736,0.34634915871363536,0.38042070287250446,-0.021182030694213472,0.046961057623524836,0.012889513464655682,0.16037735849056603,0.6084905660377359,0.5518867924528302,0.06119159406236326,0.0564198406865989,0.13727192756496384,0.46462264150943394,0.535377358490566,0.5141509433962265,0.4858490566037736,115.10679611650485,118.0,1.1837016763179928,1.186187760628223,1.3798434261835326,1.257995907370073,1.3049062267160516,1.186187760628223,2.024586388246376,1.7880209557593305,0.0,0.20754716981132076,0.0,0.25943396226415094,-0.06032068004553531,-0.07887937645185517,-0.32956495810916425,-0.15256915764059176
validation,Real Estate,71,False,0.3590475075904807,0.36519564659170306,0.35803937277723713,0.3616175096844701,-0.006148139001222382,0.0010081348132434601,-0.0025700020939894695,0.09859154929577464,0.5633802816901409,0.6056338028169014,0.04708196508816638,0.0413669990842546,0.12157462315720002,0.2640845070422535,0.7359154929577465,0.704225352112676,0.29577464788732394,101.61904761904762,104.0,1.0544122475246869,1.0544122475246869,1.4401893425576298,1.203698397229132,1.075484929108545,1.0544122475246869,2.2400788434440546,1.9224753900865184,0.0,0.16901408450704225,0.0,0.19718309859154928,-0.2327206009649173,-0.113613374528994,-0.5301410559050104,-0.24968522567085838
validation,Utilities,37,False,0.2925110784852292,0.28713472113822425,0.2899797473370729,0.2885572342376485,0.0053763573470050315,0.0025313311481563977,0.003953844247580718,0.24324324324324326,0.43243243243243246,0.40540540540540543,0.04622587081913332,0.0381346955995739,0.14139862986251828,0.4391891891891892,0.5608108108108109,0.5135135135135135,0.4864864864864865,89.44444444444444,83.5,1.050790363604367,0.864905646465955,1.4961380750764113,1.1610098135902602,1.2296597956074844,0.864905646465955,2.1185183175556945,1.6827481318316948,0.0,0.2972972972972973,0.0,0.2972972972972973,-0.2748551063352156,-0.15672314652523234,-0.7608784002002515,-0.2737310749807189
