episode_id,split
CUBE_2010-02-25,train
CUZ_2010-07-06,train
CVLT_2010-07-21,train
CVX_2010-07-02,train
CXT_2010-07-06,train
C_2010-01-26,train
DAR_2010-07-06,train
DCI_2010-02-08,train
DD_2010-07-02,train
DECK_2010-02-04,train
DE_2010-02-08,train
DHR_2010-02-08,train
DINO_2010-05-26,train
DKS_2010-01-29,train
DLB_2010-01-22,train
DLTR_2010-02-08,train
DOC_2010-02-08,train
DOV_2010-02-08,train
DPZ_2010-01-04,train
DRI_2010-01-12,train
DVN_2010-08-26,train
DXCM_2010-01-04,train
DY_2010-08-26,train
EBAY_2010-07-02,train
EEFT_2010-06-08,train
EGP_2010-02-11,train
EL_2010-01-05,train
EMR_2010-01-29,train
ENSG_2010-01-04,train
ENS_2010-01-29,train
ENTG_2010-01-29,train
EPR_2010-02-09,train
EQR_2010-01-26,train
EQT_2010-08-26,train
ERIE_2010-02-08,train
ESS_2010-02-04,train
ES_2010-02-08,train
ETN_2010-01-29,train
EVR_2010-07-01,train
EWBC_2010-08-26,train
EW_2010-02-10,train
EXEL_2010-08-13,train
EXLS_2010-05-06,train
EXPD_2010-02-12,train
EXPE_2010-07-02,train
EXPO_2010-02-08,train
EXP_2010-08-24,train
EXR_2010-02-09,train
FAST_2010-02-08,train
FCFS_2010-05-25,train
FCX_2010-07-01,train
FDS_2010-02-04,train
FDX_2010-06-30,train
FFIV_2010-02-04,train
FHI_2010-07-06,train
FISV_2010-01-29,train
FITB_2010-01-04,train
FIX_2010-06-07,train
FLEX_2010-08-31,train
FLG_2010-01-04,train
FLR_2010-07-01,train
FLS_2010-06-08,train
FNB_2010-02-08,train
FR_2010-07-21,train
FTI_2010-06-07,train
F_2010-06-29,train
GAP_2010-08-24,train
GATX_2010-02-04,train
GEF_2010-02-04,train
GEN_2010-08-13,train
GE_2010-07-02,train
GGG_2010-02-08,train
GHC_2010-08-16,train
GL_2010-02-08,train
GME_2010-02-26,train
GNTX_2010-08-25,train
GOOGL_2010-07-06,train
GOOG_2010-07-06,train
GPC_2010-02-08,train
GPK_2010-06-08,train
GTLS_2010-07-06,train
GWW_2010-01-04,train
HALO_2010-02-08,train
HAL_2010-06-01,train
HAS_2010-01-29,train
HBAN_2010-01-04,train
HD_2010-01-28,train
HIG_2010-08-26,train
HL_2010-02-04,train
HMC_2010-07-02,train
HOG_2010-07-06,train
HOLX_2010-07-21,train
HON_2010-02-08,train
HRL_2010-01-07,train
HST_2010-01-29,train
HSY_2010-01-11,train
HUBB_2010-07-06,train
HWC_2010-08-31,train
HXL_2010-02-05,train
IBOC_2010-08-30,train
IDXX_2010-02-01,train
IEX_2010-07-02,train
IFF_2010-01-29,train
ILMN_2010-01-05,train
INCY_2010-01-21,train
INFY_2010-02-04,train
INGR_2010-01-11,train
ING_2010-05-07,train
INTU_2010-02-04,train
IPGP_2010-01-21,train
IP_2010-08-26,train
ITUB_2010-05-25,train
ITW_2010-08-26,train
IT_2010-01-04,train
IVZ_2010-07-02,train
JAZZ_2010-06-07,train
JBHT_2010-02-04,train
JBL_2010-08-31,train
JEF_2010-07-02,train
JKHY_2010-02-10,train
JLL_2010-01-29,train
J_2010-08-31,train
KBH_2010-08-23,train
KBR_2010-02-08,train
KDP_2010-02-04,train
KEX_2010-02-08,train
KEY_2010-01-04,train
KIM_2010-01-28,train
KLAC_2010-07-01,train
KO_2010-05-26,train
KRC_2010-02-11,train
KRG_2010-02-10,train
KTOS_2010-08-30,train
LAD_2010-02-10,train
LAMR_2010-07-06,train
LECO_2010-02-05,train
LEN_2010-08-23,train
LFUS_2010-02-04,train
LIN_2010-02-05,train
LPX_2010-08-24,train
LRCX_2010-02-04,train
LSCC_2010-02-08,train
LULU_2010-02-05,train
LVMUY_2010-05-07,train
LVS_2010-02-04,train
LYV_2010-08-13,train
MAA_2010-01-22,train
MANH_2010-01-29,train
MAR_2010-02-04,train
MASI_2010-06-07,train
MAT_2010-01-12,train
MCHP_2010-01-29,train
MCO_2010-06-07,train
MET_2010-02-08,train
MGM_2010-08-31,train
MIDD_2010-02-08,train
MKC_2010-02-08,train
MKSI_2010-01-28,train
MLI_2010-02-08,train
MMS_2010-01-29,train
MNST_2010-05-07,train
MOH_2010-02-08,train
MORN_2010-09-08,train
MOS_2010-07-01,train
MO_2010-02-08,train
MRSH_2010-06-07,train
MSA_2010-02-08,train
MSCI_2010-06-29,train
MSI_2010-01-29,train
MSM_2010-01-29,train
MTB_2010-01-04,train
MTCH_2010-01-29,train
MTD_2010-02-10,train
MTG_2010-02-08,train
MTN_2010-08-24,train
MTZ_2010-06-30,train
MUR_2010-07-02,train
M_2010-01-25,train
NBIX_2010-02-04,train
NDAQ_2010-07-02,train
NDSN_2010-02-08,train
NEM_2010-01-29,train
NEU_2010-02-08,train
NFG_2010-08-31,train
NFLX_2010-01-25,train
NJR_2010-02-08,train
NKE_2010-02-08,train
NLY_2010-05-20,train
NNN_2010-02-08,train
NOVT_2010-01-22,train
NOV_2010-06-29,train
NSC_2010-02-08,train
NSRGY_2010-02-05,train
NTAP_2010-01-29,train
NVDA_2010-08-11,train
NVO_2010-01-22,train
NVS_2010-05-26,train
NXST_2010-08-24,train
NYT_2010-08-31,train
OC_2010-01-22,train
ODFL_2010-01-22,train
OGE_2010-06-09,train
OHI_2010-02-09,train
OKE_2010-02-08,train
OLED_2010-02-26,train
OLN_2010-02-08,train
OMC_2010-07-06,train
ONB_2010-08-30,train
ON_2010-09-10,train
ORCL_2010-06-30,train
ORI_2010-01-05,train
ORLY_2010-01-28,train
OSK_2010-08-31,train
OXY_2010-08-26,train
OZK_2010-01-06,train
O_2010-02-09,train
PAG_2010-07-06,train
PB_2010-08-31,train
PCAR_2010-02-08,train
PEGA_2010-08-16,train
PFG_2010-02-09,train
PH_2010-01-06,train
PII_2010-01-22,train
PLD_2010-02-11,train
PM_2010-06-07,train
PNFP_2010-09-23,train
PPG_2010-02-08,train
PSA_2010-02-09,train
PSKY_2010-02-10,train
PTC_2010-06-08,train
PVH_2010-02-08,train
QCOM_2010-07-01,train
RBA_2010-08-13,train
RBC_2010-01-28,train
RCL_2010-06-30,train
REGN_2010-07-01,train
REG_2010-02-10,train
RF_2010-11-23,train
RGEN_2010-06-25,train
RGLD_2010-02-04,train
RJF_2010-08-31,train
RL_2010-07-06,train
RMD_2010-01-05,train
ROK_2010-01-22,train
ROL_2010-01-26,train
ROP_2010-01-29,train
ROST_2010-01-04,train
RPM_2010-08-24,train
RRC_2010-08-25,train
RRX_2010-01-29,train
RS_2010-07-06,train
RVTY_2010-07-21,train
RYN_2010-02-08,train
R_2010-02-04,train
SAIA_2010-02-19,train
SAM_2010-02-08,train
SATS_2010-05-07,train
SBUX_2010-02-05,train
SCHW_2010-08-31,train
SEIC_2010-02-08,train
SF_2010-07-02,train
SGI_2010-01-04,train
SHEL_2010-07-01,train
SHW_2010-01-22,train
SIGI_2010-07-06,train
SLAB_2010-09-10,train
SLB_2010-06-01,train
SLGN_2010-01-29,train
SMCI_2010-08-16,train
SMG_2010-02-11,train
SNA_2010-02-08,train
SNPS_2010-07-06,train
SNX_2010-08-31,train
SONY_2010-07-01,train
SPGI_2010-06-01,train
SPG_2010-02-04,train
SPXC_2010-07-06,train
SSD_2010-08-31,train
STE_2010-01-29,train
STLD_2010-07-02,train
STT_2010-07-02,train
STX_2010-08-26,train
STZ_2010-02-25,train
SWKS_2010-01-29,train
SWK_2010-07-02,train
SWX_2010-02-08,train
TAP_2010-02-12,train
TCBI_2010-01-13,train
TDG_2010-02-08,train
TEL_2010-02-05,train
TER_2010-08-31,train
TEX_2010-07-06,train
THC_2010-08-31,train
THO_2010-08-24,train
TKR_2010-01-29,train
TMO_2010-08-31,train
TMUS_2010-01-28,train
TNL_2010-01-04,train
TPL_2010-02-08,train
TPR_2010-01-22,train
TREX_2010-01-29,train
TRMB_2010-01-29,train
TROW_2010-07-02,train
TSCO_2010-01-22,train
TSM_2010-06-07,train
TSN_2010-01-04,train
TTC_2010-02-05,train
TTEK_2010-08-31,train
TTMI_2010-08-26,train
TTWO_2010-08-30,train
TT_2010-02-12,train
TXN_2010-01-29,train
TXRH_2010-01-12,train
TXT_2010-07-02,train
TYL_2010-07-06,train
UAL_2010-01-29,train
UBSI_2010-01-05,train
UDR_2010-02-10,train
UFPI_2010-08-31,train
UGI_2010-01-08,train
UHS_2010-01-22,train
ULTA_2010-02-10,train
UMBF_2010-08-31,train
UNH_2010-07-01,train
UNM_2010-02-08,train
UNP_2010-01-29,train
UPS_2010-02-12,train
URI_2010-02-18,train
USB_2010-08-30,train
UTHR_2010-08-31,train
VALE_2010-05-20,train
VLO_2010-08-26,train
VMI_2010-08-31,train
VNO_2010-02-11,train
VRSN_2010-02-10,train
VTR_2010-02-04,train
VWAGY_2010-06-09,train
VZ_2010-05-26,train
WAB_2010-02-04,train
WAL_2010-01-05,train
WAT_2010-02-04,train
WBD_2010-02-10,train
WBS_2010-01-05,train
WCC_2010-02-11,train
WDC_2010-08-26,train
WEX_2010-02-10,train
WFC_2010-08-30,train
WIT_2010-02-08,train
WLK_2010-07-06,train
WMB_2010-07-02,train
WPC_2010-02-12,train
WSM_2010-02-04,train
WSO_2010-01-05,train
WTRG_2010-01-29,train
WTS_2010-02-08,train
WTW_2010-01-28,train
WWD_2010-07-06,train
WYNN_2010-02-08,train
WY_2010-07-06,train
XOM_2010-07-02,train
XPO_2010-02-08,train
YUM_2010-02-08,train
ZBRA_2010-07-06,train
ZION_2010-01-04,train
AVAV_2010-06-29,train
AWK_2010-06-04,train
CAH_2010-08-31,train
CVS_2010-08-31,train
DIS_2010-01-27,train
EFX_2010-07-06,train
EME_2010-02-08,train
FRT_2010-02-10,train
GS_2010-07-02,train
GT_2010-08-31,train
MAS_2010-07-29,train
NI_2010-01-29,train
NOK_2010-06-29,train
OPCH_2010-11-30,train
PGR_2010-02-08,train
PKG_2010-06-07,train
PRU_2010-02-08,train
SON_2010-02-08,train
BAC_2010-11-30,train
MU_2010-08-31,train
SBAC_2010-05-20,train
BIO_2010-08-24,train
BK_2010-08-25,train
COF_2010-02-08,train
DAL_2010-08-24,train
FHN_2010-11-01,train
PFE_2010-07-02,train
ADM_2010-06-07,train
CI_2010-07-02,train
DEO_2010-05-26,train
DHI_2010-07-02,train
EHC_2010-08-31,train
FSLR_2010-02-25,train
HUM_2010-04-26,train
PAYX_2010-08-12,train
PHM_2010-11-26,train
SLM_2010-02-04,train
TOL_2010-07-06,train
VTRS_2010-07-01,train
GPN_2010-07-01,train
RGA_2010-08-30,train
CRL_2010-08-31,train
ELV_2010-07-02,train
SYK_2010-08-26,train
ADBE_2010-10-04,train
CW_2010-08-30,train
E_2010-06-07,train
FIS_2010-02-10,train
ITT_2010-08-31,train
JCI_2010-02-08,train
LII_2010-01-29,train
L_2010-06-09,train
STRL_2010-08-23,train
XRAY_2010-08-31,train
BBVA_2010-06-07,train
EVRG_2010-02-08,train
GD_2010-08-31,train
LH_2010-02-08,train
PODD_2010-11-23,train
POOL_2010-01-29,train
SAN_2010-06-07,train
SAP_2010-05-26,train
TTE_2010-05-26,train
AEIS_2010-11-23,train
ATO_2010-02-10,train
EQNR_2010-08-24,train
NVR_2010-08-31,train
PWR_2010-11-16,train
SR_2010-02-08,train
NOC_2010-07-02,train
PPC_2010-09-29,train
TDY_2010-02-04,train
LOW_2010-08-13,train
HRB_2010-10-21,train
ISRG_2010-11-19,train
MS_2010-07-02,train
TFC_2010-08-30,train
ACM_2010-07-01,train
ADP_2010-08-31,train
IBM_2010-01-29,train
LRLCY_2010-06-07,train
POR_2010-02-26,train
RTX_2010-06-07,train
GLW_2010-08-24,train
TJX_2010-02-11,train
DGX_2010-08-31,train
ERIC_2010-02-08,train
KMPR_2010-01-29,train
MCK_2010-02-05,train
NUE_2010-08-26,train
RNR_2010-02-12,train
DVA_2010-07-23,train
FICO_2010-02-08,train
WEC_2010-02-09,train
CELH_2011-01-20,train
HSIC_2010-07-21,train
HSBC_2010-05-26,train
EQIX_2010-10-06,train
IRM_2010-09-16,train
MA_2010-09-09,train
SCI_2010-07-06,train
TM_2010-08-31,train
ICE_2010-08-24,train
CCI_2010-05-20,train
LNT_2010-02-12,train
JPM_2010-08-26,train
MZTI_2010-08-24,train
BAX_2010-05-21,train
EA_2010-07-01,train
MDT_2010-08-24,train
WELL_2010-05-20,train
ZBH_2010-08-24,train
EG_2010-07-06,train
PNR_2010-08-24,train
VMC_2010-09-23,train
RLI_2010-07-06,train
SW_2010-03-30,train
VFC_2010-07-06,train
EOG_2010-08-26,train
VRTX_2010-07-21,train
CPRT_2010-09-23,train
TXNM_2010-07-02,train
BLKB_2010-08-31,train
PNW_2010-05-25,train
TECH_2010-07-21,train
COKE_2010-07-06,train
GRMN_2010-08-24,train
SJM_2010-06-01,train
CHD_2010-08-23,train
CNP_2010-06-09,train
GILD_2010-08-31,train
OVV_2010-08-25,train
WST_2010-09-23,train
ACGL_2010-06-07,train
T_2010-05-26,train
WTFC_2010-08-24,train
CTAS_2010-07-02,train
LSTR_2010-08-26,train
HAE_2010-08-24,train
SNY_2010-08-26,train
GSK_2010-05-26,train
KR_2010-06-07,train
BMY_2010-06-04,train
TRV_2010-05-26,train
AZN_2010-05-26,train
FLO_2010-08-06,train
LHX_2010-07-01,train
MMM_2010-06-07,train
UL_2010-05-26,train
EIX_2010-05-25,train
INTC_2010-08-31,train
NRG_2010-12-16,train
NWE_2010-06-07,train
AEE_2010-05-25,train
AXP_2010-06-07,train
BA_2010-06-07,train
BKH_2010-06-09,train
RHHBY_2010-07-27,train
WM_2010-06-30,train
BDX_2010-07-23,train
ED_2010-06-04,train
FE_2010-06-01,train
ELS_2010-07-06,train
G_2011-03-16,train
IDA_2010-06-09,train
SO_2010-06-04,train
AEP_2010-05-25,train
DUK_2010-06-04,train
XEL_2010-06-07,train
MDLZ_2010-07-02,train
DLR_2010-12-17,train
MPWR_2011-03-17,train
D_2010-07-02,train
MCD_2010-06-30,train
V_2010-09-13,train
BR_2010-07-06,train
FNF_2010-07-06,train
LOPE_2011-05-23,train
CYTK_2011-08-08,train
RMBS_2011-08-10,train
CL_2010-10-07,train
ORA_2011-09-22,train
AVGO_2010-10-21,train
GBCI_2011-10-03,train
SYNA_2011-09-22,train
CSCO_2011-08-10,train
FFIN_2011-10-03,train
PNC_2011-08-22,train
WRB_2010-11-30,train
FCN_2011-02-28,train
SBRA_2011-10-04,train
AMGN_2011-08-10,train
MRK_2011-08-10,train
HOMB_2011-01-19,train
ECL_2011-08-19,train
AAON_2011-09-22,train
AAPL_2011-06-20,train
ADSK_2011-08-19,train
AFL_2011-09-23,train
AGCO_2011-10-03,train
AIT_2011-08-10,train
AIZ_2011-08-10,train
AJG_2011-08-08,train
AKAM_2011-10-03,train
ALB_2011-10-03,train
ALGN_2011-10-03,train
ALK_2011-10-03,train
AME_2011-10-03,train
AMG_2011-10-03,train
AMP_2011-10-03,train
AOS_2011-10-03,train
ARW_2011-10-03,train
ASGN_2011-09-09,train
ASH_2011-10-03,train
ASML_2011-08-08,train
ATI_2011-10-04,train
AXON_2011-08-10,train
AYI_2011-10-03,train
BBWI_2011-01-25,train
BC_2011-10-03,train
BDC_2011-10-03,train
BF-B_2011-08-10,train
BIIB_2011-01-28,train
BLDR_2011-10-03,train
BMRN_2011-03-22,train
BRO_2011-10-03,train
BX_2011-10-03,train
BYD_2011-10-03,train
CASY_2011-03-16,train
CAT_2011-10-03,train
CBT_2011-10-03,train
CGNX_2011-03-18,train
CHDN_2011-09-22,train
CHH_2011-08-10,train
CINF_2011-08-10,train
CLF_2011-10-03,train
CLH_2011-01-10,train
CMC_2011-10-03,train
CMG_2011-01-12,train
CNC_2011-01-21,train
COLB_2011-10-03,train
CRH_2011-09-22,train
CRS_2011-03-10,train
CSGP_2011-08-22,train
CSL_2011-10-03,train
CTRA_2011-01-06,train
CUBE_2011-10-03,train
CVLT_2011-01-25,train
CXT_2011-10-03,train
DCI_2011-08-08,train
DD_2011-10-03,train
DINO_2011-01-06,train
DLTR_2011-02-23,train
DOC_2011-08-08,train
DOV_2011-10-03,train
DPZ_2011-01-04,train
DXCM_2011-11-22,train
DY_2011-08-10,train
EEFT_2011-08-19,train
EGP_2011-08-08,train
EL_2011-01-28,train
ENS_2011-10-03,train
ENTG_2011-10-03,train
ESS_2011-01-20,train
ETN_2011-10-03,train
EVR_2011-10-03,train
EWBC_2011-10-03,train
EXP_2011-09-22,train
EXR_2011-01-06,train
FAST_2011-01-28,train
FCX_2011-10-03,train
FDX_2011-10-03,train
FFIV_2011-08-22,train
FITB_2011-08-22,train
FIX_2011-10-03,train
FLS_2011-10-03,train
FNB_2011-08-22,train
FR_2011-10-03,train
FTI_2011-10-03,train
GATX_2011-10-03,train
GL_2011-08-08,train
GNTX_2011-08-08,train
GOOGL_2011-06-24,train
GOOG_2011-06-24,train
GPC_2011-08-08,train
GPK_2011-10-03,train
GTLS_2011-01-04,train
GWW_2011-08-10,train
HALO_2011-08-08,train
HD_2011-08-10,train
HON_2011-08-22,train
HR_2011-08-10,train
HST_2011-10-03,train
HSY_2011-01-04,train
HUBB_2011-10-03,train
HXL_2011-03-16,train
IBOC_2011-10-03,train
INGR_2011-10-03,train
INTU_2011-08-10,train
IP_2011-10-03,train
ITUB_2011-09-22,train
IVZ_2011-10-03,train
JAZZ_2011-01-04,train
JBL_2011-08-08,train
JKHY_2011-08-08,train
JLL_2011-10-03,train
J_2011-10-03,train
KBH_2011-08-23,train
KEX_2011-01-21,train
KEY_2011-09-23,train
KLAC_2011-08-19,train
KRC_2011-10-03,train
KRG_2011-10-03,train
KTOS_2011-11-25,train
LAD_2011-01-31,train
LAMR_2011-10-03,train
LECO_2011-10-03,train
LEN_2011-08-22,train
LPX_2011-10-03,train
LULU_2011-01-21,train
MANH_2011-03-17,train
MCO_2011-01-04,train
MGM_2011-10-03,train
MIDD_2011-10-03,train
MKSI_2011-10-03,train
MMS_2011-09-22,train
MNST_2011-01-05,train
MOH_2011-10-03,train
MSA_2011-10-03,train
MSM_2011-08-08,train
MTCH_2011-01-28,train
MTG_2011-10-03,train
MUR_2011-10-03,train
M_2011-02-02,train
NBIX_2011-10-07,train
NEU_2011-01-06,train
NOVT_2011-10-03,train
NOV_2011-10-03,train
NXST_2011-02-04,train
NYT_2011-09-28,train
OC_2011-10-03,train
ODFL_2011-10-03,train
OGE_2011-08-08,train
OHI_2011-08-08,train
OKE_2011-01-05,train
OLED_2011-08-08,train
ONB_2011-08-19,train
ORI_2011-11-23,train
ORLY_2011-02-23,train
OSK_2011-10-03,train
OXY_2011-10-03,train
OZK_2011-09-22,train
PAG_2011-10-03,train
PH_2011-10-03,train
PII_2011-01-10,train
PLD_2011-10-03,train
PM_2011-01-11,train
PNFP_2011-10-03,train
PSA_2011-01-11,train
PSKY_2011-10-03,train
PVH_2011-08-19,train
RBC_2011-08-08,train
REGN_2011-01-12,train
RF_2011-10-03,train
RGLD_2011-01-21,train
RJF_2011-10-03,train
RL_2011-01-21,train
ROK_2011-09-22,train
ROL_2011-08-08,train
ROP_2011-08-22,train
ROST_2011-01-04,train
RPM_2011-08-08,train
RRC_2011-01-06,train
RS_2011-10-03,train
R_2011-10-03,train
SAIA_2011-10-03,train
SAM_2011-10-03,train
SBUX_2011-01-31,train
SF_2011-10-03,train
SGI_2011-01-20,train
SHW_2011-08-19,train
SIGI_2011-10-03,train
SLAB_2011-08-08,train
SMCI_2011-10-03,train
SNX_2011-08-19,train
SPGI_2011-08-10,train
SPG_2011-01-06,train
SPXC_2011-10-03,train
SSD_2011-10-03,train
STLD_2011-10-03,train
STT_2011-10-03,train
STX_2011-10-03,train
SWK_2011-09-22,train
SWX_2011-08-08,train
TCBI_2011-01-07,train
TER_2011-10-03,train
TEX_2011-10-03,train
THC_2011-10-03,train
THO_2011-08-10,train
TNL_2011-08-08,train
TPR_2011-08-19,train
TREX_2011-10-03,train
TSCO_2011-01-13,train
TSN_2011-08-08,train
TTC_2011-10-03,train
TYL_2011-01-20,train
UBSI_2011-08-19,train
UFPI_2011-10-03,train
ULTA_2011-01-04,train
UNH_2011-01-04,train
UNP_2011-10-03,train
URI_2011-08-19,train
USB_2011-08-22,train
VRSN_2011-10-03,train
WAB_2011-10-03,train
WAL_2011-09-21,train
WBS_2011-10-03,train
WCC_2011-10-03,train
WEX_2011-10-03,train
WMB_2011-10-03,train
WPC_2011-01-07,train
WSO_2011-09-30,train
WTS_2011-08-19,train
WWD_2011-10-03,train
XPO_2011-10-04,train
ARWR_2011-10-03,train
AZO_2011-01-25,train
CF_2011-10-03,train
CVS_2011-02-23,train
DE_2011-10-03,train
DIS_2011-10-03,train
EFX_2011-08-19,train
EME_2011-09-22,train
GT_2011-10-03,train
MAS_2011-10-03,train
NI_2011-01-06,train
NKE_2011-03-22,train
RCL_2011-10-03,train
TKR_2011-10-03,train
WLK_2011-10-03,train
WSM_2011-08-18,train
AAL_2011-11-23,train
AES_2011-10-03,train
AMT_2011-08-08,train
ASB_2011-09-22,train
AVT_2011-08-08,train
INCY_2011-11-25,train
MU_2011-10-03,train
OPCH_2011-03-21,train
PB_2011-10-03,train
SBAC_2011-08-08,train
TTMI_2011-10-03,train
TTWO_2011-08-10,train
VLY_2011-09-22,train
WDC_2011-10-19,train
YUM_2011-01-28,train
CIEN_2011-10-03,train
EXPO_2011-01-21,train
FHN_2011-10-03,train
HBAN_2011-08-22,train
HOLX_2011-10-03,train
LYV_2011-10-03,train
NFLX_2011-11-25,train
PFE_2011-08-08,train
TDG_2011-08-08,train
UTHR_2011-10-03,train
A_2011-10-03,train
CRUS_2011-08-08,train
DHI_2011-10-03,train
HUM_2011-01-10,train
HWC_2011-10-03,train
MAR_2011-09-12,train
PHM_2011-10-03,train
TOL_2011-10-03,train
VTRS_2011-10-04,train
ZION_2011-10-03,train
BAC_2011-12-19,train
BLK_2011-10-03,train
CAR_2011-10-03,train
IEX_2011-10-03,train
IPGP_2011-01-25,train
KBR_2011-10-03,train
MET_2011-10-03,train
MO_2011-01-31,train
NSC_2011-01-28,train
PCAR_2011-10-03,train
PTC_2011-10-03,train
TRMB_2011-10-03,train
TROW_2011-10-03,train
TXT_2011-08-22,train
UMBF_2011-10-03,train
VMI_2011-10-03,train
CBRE_2011-09-22,train
C_2011-10-03,train
DAL_2011-08-08,train
FSLR_2011-12-19,train
ILMN_2011-12-13,train
JBHT_2011-09-22,train
WFC_2011-08-10,train
WY_2011-10-03,train
AVNT_2011-11-25,train
BWA_2011-10-03,train
CMCSA_2011-08-10,train
DKS_2011-08-08,train
GE_2011-10-03,train
GGG_2011-10-03,train
ING_2011-09-22,train
LSCC_2011-08-10,train
MLI_2011-01-28,train
MTZ_2011-12-14,train
RRX_2011-10-03,train
RYN_2011-08-08,train
SEIC_2011-10-03,train
TT_2011-10-03,train
COF_2011-08-08,train
CW_2011-09-22,train
HOG_2011-08-22,train
H_2011-10-03,train
ITT_2011-10-03,train
LII_2011-09-22,train
OMC_2011-10-03,train
AWK_2011-01-28,train
OLN_2011-10-03,train
O_2011-08-08,train
PODD_2011-10-03,train
POOL_2011-08-08,train
SNPS_2011-08-10,train
SWKS_2011-12-14,train
VWAGY_2011-10-04,train
ADBE_2011-08-19,train
ADC_2011-08-08,train
ADI_2011-08-08,train
AEIS_2011-10-03,train
ALL_2011-09-22,train
ALV_2011-10-03,train
AMD_2011-10-03,train
AMKR_2011-08-22,train
APH_2011-10-03,train
CNO_2011-10-03,train
COHR_2011-10-03,train
CROX_2011-12-14,train
CUZ_2011-11-25,train
E_2011-09-22,train
F_2011-10-03,train
GD_2011-10-03,train
JCI_2011-08-08,train
JEF_2011-11-23,train
LFUS_2011-09-22,train
MCHP_2011-08-19,train
MLM_2011-08-19,train
MTD_2011-10-03,train
NVR_2011-10-03,train
ON_2011-10-21,train
PPG_2011-10-03,train
PRU_2011-10-03,train
PWR_2011-08-08,train
RVTY_2011-11-25,train
SSB_2011-10-03,train
TEL_2011-10-03,train
TXN_2011-08-19,train
VLO_2011-10-03,train
CDNS_2011-08-19,train
CMI_2011-08-19,train
DLB_2011-10-03,train
FLEX_2011-08-22,train
KNX_2011-10-03,train
MSI_2011-01-20,train
PFG_2011-10-03,train
PPC_2011-08-19,train
TSM_2011-08-08,train
VRSK_2011-03-17,train
XRAY_2011-10-03,train
ZBRA_2011-09-22,train
CFR_2011-10-03,train
MTN_2011-08-19,train
VTR_2011-08-08,train
EHC_2011-10-03,train
KIM_2011-10-03,train
LOW_2011-08-10,train
LVS_2011-03-18,train
